split,split_filename,config_i,context,dropout,ensemble_size,features,learning_rate,merge_method,n_hidden,n_units,residual_depth,data,cache,labels,structure_column,epochs,batch_size,val_data,rmse,pearson_r,spearman_rho,model_class,n_parameters
validation,data/train/validation/data.csv,21,,0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.763382911682129,0.03245535553227941,0.09553845871918532,bilinear-fp,102531
test,data/train/test/data.csv,21,,0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.043973207473755,0.1544631637204368,0.1410378128537662,bilinear-fp,102531
training,data/train/train/data.csv,220,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7963464260101318,0.9058547016194232,0.8955822140632574,bilinear-fp,3057849
validation,data/train/validation/data.csv,220,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0922129154205322,0.7830108850964125,0.6389931647572352,bilinear-fp,3057849
test,data/train/test/data.csv,220,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.051910161972046,0.8577212444608779,0.8525281499753282,bilinear-fp,3057849
training,data/train/train/data.csv,221,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.8256683945655823,0.8984712190045379,0.8868542739963244,bilinear-fp,3072249
validation,data/train/validation/data.csv,221,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0311553478240967,0.7984499762729577,0.6438578680734749,bilinear-fp,3072249
test,data/train/test/data.csv,221,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0714519023895264,0.8525388480932342,0.8464904601034852,bilinear-fp,3072249
training,data/train/train/data.csv,222,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7327929139137268,0.9208966873135476,0.9147810987211115,bilinear-fp,5825673
validation,data/train/validation/data.csv,222,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1038954257965088,0.7789699015471648,0.6410848727372743,bilinear-fp,5825673
test,data/train/test/data.csv,222,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0393877029418945,0.8614645248596009,0.857633514030312,bilinear-fp,5825673
training,data/train/train/data.csv,223,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7467327117919922,0.9178690273963808,0.9103776602907505,bilinear-fp,6018681
validation,data/train/validation/data.csv,223,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.097632884979248,0.7764093418491268,0.6430235098104232,bilinear-fp,6018681
test,data/train/test/data.csv,223,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0466009378433228,0.859527404472413,0.8558902136184974,bilinear-fp,6018681
training,data/train/train/data.csv,224,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7820736765861511,0.9095461004285256,0.9005072762608394,bilinear-fp,6045753
validation,data/train/validation/data.csv,224,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1303963661193848,0.7794003754110657,0.6393056168923177,bilinear-fp,6045753
test,data/train/test/data.csv,224,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.050629734992981,0.8577517680483994,0.8533540001555975,bilinear-fp,6045753
training,data/train/train/data.csv,225,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.8315300941467285,0.8969732743129367,0.8839949436760893,bilinear-fp,372753
validation,data/train/validation/data.csv,225,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0884509086608887,0.7956133664820747,0.6397639859414868,bilinear-fp,372753
test,data/train/test/data.csv,225,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0785795450210571,0.8498581098662568,0.842531171519043,bilinear-fp,372753
training,data/train/train/data.csv,226,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9904223680496216,0.8928245605459676,0.8814344543684862,bilinear-fp,547761
validation,data/train/validation/data.csv,226,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0782545804977417,0.7887548449761587,0.6326707250760044,bilinear-fp,547761
test,data/train/test/data.csv,226,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.246900200843811,0.8482295450360883,0.8435253183385701,bilinear-fp,547761
training,data/train/train/data.csv,227,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9204316139221191,0.8723807639018615,0.8514811210478459,bilinear-fp,551073
validation,data/train/validation/data.csv,227,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.082283616065979,0.7768862708734826,0.6276131900503279,bilinear-fp,551073
test,data/train/test/data.csv,227,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.131789207458496,0.8349516493694401,0.8251984724748477,bilinear-fp,551073
training,data/train/train/data.csv,228,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7831442952156067,0.9090993313581943,0.9001549851374889,bilinear-fp,2874441
validation,data/train/validation/data.csv,228,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0979609489440918,0.7873148801889759,0.6383376138534356,bilinear-fp,2874441
test,data/train/test/data.csv,228,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0484613180160522,0.858515846824208,0.8538048234269046,bilinear-fp,2874441
training,data/train/train/data.csv,229,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7976895570755005,0.9056685813240597,0.8956450247408668,bilinear-fp,3057849
validation,data/train/validation/data.csv,229,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0443650484085083,0.7909684256918676,0.6459693419812506,bilinear-fp,3057849
test,data/train/test/data.csv,229,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0568705797195435,0.8569165563668408,0.8516350501744958,bilinear-fp,3057849
training,data/train/train/data.csv,22,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8592500686645508,0.15042924676778544,0.1370706010521576,bilinear-fp,123507
validation,data/train/validation/data.csv,22,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.7475398778915405,0.07376615668796378,0.13160238640963995,bilinear-fp,123507
test,data/train/test/data.csv,22,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0438883304595947,0.1582700670946779,0.14647985650163978,bilinear-fp,123507
training,data/train/train/data.csv,230,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7824525833129883,0.9093605560211272,0.8992921304359555,bilinear-fp,3072249
validation,data/train/validation/data.csv,230,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1138328313827515,0.7829586743419565,0.6330945467401086,bilinear-fp,3072249
test,data/train/test/data.csv,230,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.054444670677185,0.8566635781218409,0.8518556252944017,bilinear-fp,3072249
training,data/train/train/data.csv,231,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7386863827705383,0.919694404246718,0.9130296775312069,bilinear-fp,5825673
validation,data/train/validation/data.csv,231,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0891658067703247,0.7807277160231185,0.647739825060781,bilinear-fp,5825673
test,data/train/test/data.csv,231,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0401391983032227,0.8613723065893321,0.8579948083294286,bilinear-fp,5825673
training,data/train/train/data.csv,232,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7589462399482727,0.9149332562535818,0.9072338938663495,bilinear-fp,6018681
validation,data/train/validation/data.csv,232,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.11100435256958,0.7765218643592454,0.6442557391427396,bilinear-fp,6018681
test,data/train/test/data.csv,232,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.048377275466919,0.8586128036496488,0.8548447338486425,bilinear-fp,6018681
training,data/train/train/data.csv,233,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.7480441927909851,0.9174215952716893,0.9103566236236655,bilinear-fp,6045753
validation,data/train/validation/data.csv,233,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1107347011566162,0.7749615439096805,0.6396420910026848,bilinear-fp,6045753
test,data/train/test/data.csv,233,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0421448945999146,0.8604961012532079,0.8569838796268847,bilinear-fp,6045753
training,data/train/train/data.csv,234,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0916202068328857,0.8144997224574757,0.7855477838223003,bilinear-fp,184257
validation,data/train/validation/data.csv,234,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.17368483543396,0.7567413898852178,0.6251939309952508,bilinear-fp,184257
test,data/train/test/data.csv,234,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2662522792816162,0.787819968164785,0.7747841237294388,bilinear-fp,184257
training,data/train/train/data.csv,235,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.025971531867981,0.8383247806176588,0.8174994407430893,bilinear-fp,270561
validation,data/train/validation/data.csv,235,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1434168815612793,0.7488074885893765,0.6428987784589426,bilinear-fp,270561
test,data/train/test/data.csv,235,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2217047214508057,0.8043203300549187,0.7956762899925862,bilinear-fp,270561
training,data/train/train/data.csv,236,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.083104133605957,0.8177923060361977,0.7902311277156451,bilinear-fp,273873
validation,data/train/validation/data.csv,236,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1753075122833252,0.7406774747083406,0.6111955792386068,bilinear-fp,273873
test,data/train/test/data.csv,236,['endpoint:hash'],0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2740461826324463,0.7846291089793956,0.771099330256554,bilinear-fp,273873
